"PetalWidth","SepalLength","FlowerSpecies","SepalWidth","PetalLength"
"1,47457699002931","5,97238537280122","VIRGINICA","2,21501589812571","5,02128051583422"
"1,55573361588642","6,00534585583955"," versicolor","2,73298041442409","5,07811646363931"
"0,156507294801995","4,55285815886687","setosa","3,60524568493012","1,02354059573496"
"0,328616009263787","4,46317811898421"," setsoa","2,26448698512046","1,26988187949872"
"0,982654249703046","5,51327656765934","versicolor","2,36646466229577","3,69509664382553"
"1,53510599342408","5,85590046376688"," versicolor ","3,01571652058279","4,16502750666812"
"1,40024870459922","6,10596263560699","versicolor ","2,90305730854394","4,6607693275041"
"1,39613950358005","6,83435946288519","versicolor","2,77812341263518","4,83078489709646"
"1,73529944971902","4,85791051533073"," virginica","2,51955149590503","4,45843433907954"
"0,0598821436008438","4,93755231583957"," set0sa","3,0802668381948","1,52785527009983"
"1,12370167954825","5,05234096394619","versicolor","2,52701090219431","2,97489323173417"
"1,1839607896097","5,81527051568031","versicolor","2,70224756441545","3,85245553234592"
"0,20009769430384","4,89083357524592","SETOSA","2,98741503862664","1,42086464670254"
"1,7782484068023","6,30095641644904"," virginica ","2,73393155067693","4,8822794269817"
"2,05741085922811","6,72854579416569","virginica","3,29164289573207","5,65225926691899"
"1,92019437880488","6,3999106861651","Virginia","2,65894116969314","5,31714842381654"
"0,167391125557479","5,01638869865332"," setosa","3,59189044269035","1,35266630194383"
"1,30900269208243","5,70608162458055","versicolor","2,83856754718581","4,08904783478938"
"1,88916323479963","7,3779925565212","virginica","2,83327455793275","6,07309641496977"
"2,06774334938964","7,08529768361477","virginica","2,98918588871602","5,8948213698878"
"1,03951943799853","4,86818787098862"," versicolour","2,42827486442169","3,30880197075196"
"0,190206857977901","5,52675023506395"," setosa","4,17703187545994","1,35752911970951"
"0,152828399778809","4,80461471357383","setosa","3,12181753680576","1,56624252155656"
"2,33433149023214","6,71804882124532","virginica ","3,02204596407711","5,15940162514336"
"0,328388555885758","5,10062651278684"," setosa ","3,48482331265463","1,42311536854366"
"2,10411216550507","6,87483091115253","virginica","3,08434307256015","5,40647521974752"
"1,77691139107104","6,31620025632903"," virginica","2,90809640527703","5,60675152373733"
"0,322841164765414","4,79943518144777","setosa ","3,02755007088184","1,3851800865191"
"0,235692814656068","4,38115143395495","setosa","2,90909694038099","1,38890282164095"
"1,52668485741364","5,99634690713137","versicolor","2,89646934662014","4,48137706020381"
"0,361457876227796","5,4234191152826","setosa ","3,86339034250705","1,32142019828083"
"0,337199411480688","4,59736453123856","setosa","3,40514893125976","1,42982425008668"
"1,00013909078436","4,96827360448893","versicolor","2,25377701370744","3,30860143780475"
"0,15048280026298","5,0263296912401"," SETOSA","3,39485230933642","1,50335769378347"
"1,26221875277115","5,58334447935456"," versicolor","2,9165557399462","3,57950398844667"
"1,95052623914089","5,57729926537955"," virginica","2,81785098014632","4,8568120431155"
"2,32351866559591","7,71935373422457"," virginica","2,95567843670724","6,10322485178709"
"0,220394722907804","4,81601036994951","setosa","3,3898233740055","1,86605030871695"
"1,83379596572369","6,42550153984455"," virginica","3,09506045292597","5,5167215111712"
"0,183182089410257","5,40121439581737","set0sa","3,67432187903207","1,47644885873189"
"1,03770093867555","5,75236527544679","VERSICOLOR","2,70389219341567","4,1075267229625"
"0,224136931370012","5,09375145054189","set0sa ","3,41622538636439","1,46123401575256"
"0,320870397693943","5,09884129295126"," setosa","3,81422200306551","1,47297392053762"
"2,00605432512006","6,52529941052198","virginica","3,1604843643168","5,12385172185954"
"1,83706194359576","7,21557980843121","virginica","3,20176085565006","6,02234023536788"
"1,29499266415834","5,49996024261694","versicolor ","2,32183187884977","3,9541251167655"
"0,13043260396691","4,25660729576833"," SETOSA","2,97086414169753","1,12879785496742"
"1,48609389222693","5,56228520693025"," versicolor","3,0152370242984","4,46152081809705"
"1,39027874486754","6,11161478266353","versicolor","3,02542208780535","4,60479482631898"
"2,03422011739109","7,85896597425919"," virginica","3,76069547137013","6,39226101859473"
"1,91149989776313","5,7683407314634"," virginica","2,73630553569645","5,10015619770391"
"1,15163468171377","5,78293821244733"," versicolor","2,6172988125938","4,01573535061209"
"0,164897404590156","4,42615761818597","setosa","3,02298005308956","1,29228728198912"
"1,99462510490092","6,47131853359519"," virginica ","2,96709259510739","5,23897490531206"
"2,2883881705231","6,91343900655396","virginica","3,15233718997333","5,73862015460851"
"1,53928478085669","6,65968479477102"," versicolor","3,12774040630087","4,68539562129183"
"1,33000551115256","6,32011619817465","versicolor","2,33272618788527","4,40479624237865"
"1,78111798341386","6,67295951150125","Virginia","2,46238651891006","5,78109353570733"
"0,113525971251074","5,19932389934082","setosa","4,09298837597016","1,4893401305913"
"0,231785221835598","5,45305113686947"," setosa","3,491666535025","1,27062187670032"
"1,41086635984713","5,22254985285224"," versicolor","2,7130160749983","3,85054650232894"
"0,207519024414942","5,18039775264682","setosa ","3,35590174110606","1,35214891993906"
"1,06346440743422","5,63246572722215","versicolor","2,51597359939944","3,85528825854883"
"2,10410128510324","6,78213957760949","virginica ","2,98563384313136","5,51881180805853"
"1,87454761122819","6,33778285118053","Virginia ","2,49153390603373","4,99221396049485"
"0,191206803394016","4,9845940670371","SETOSA","3,01527694269316","1,62657486922108"
"0,570002778393682","4,99398061816581","setosa","3,49230023823213","1,60235474515241"
"1,77294293651823","6,49416986081516"," virginica","3,03995715797646","5,4668199436157"
"0,408831895445473","5,65110291617457","setosa","4,42613422125578","1,50481548806652"
"1,29247938450193","6,20773258805741","versicolour ","2,92453865733929","4,33040075598285"
"2,26448667320888","6,39613174744882","virginica ","3,21854799098801","5,32148890492972"
"1,57448723011417","7,17883169064065","virginica","2,96008958426304","5,79536835505627"
"1,3141660483717","5,70232898419024","versicolor ","2,82550793173723","4,48807254463667"
"0,205201828696299","4,40556099674664","setosa","3,22324654717231","1,30889431589749"
"2,46189097695984","6,28944470839109"," virginica","3,33922709747916","6,02989646630129"
"1,65630065278849","6,66533320825547","versicolor","2,9543483072333","5,03028148240177"
"0,43696385116782","5,114357244696"," set0sa","3,71721091212006","1,46605514840689"
"1,78314432501793","5,91730078938184","virginica","2,98773821694311","5,07317521822872"
"2,41097086761612","6,32595232373103"," virginica","3,40239295074716","5,56020946542732"
"2,32613565573469","6,7981283142278","virginica ","3,22476606560173","5,92174430627609"
"0,471748534678481","5,07720117353834","setosa","3,25121775646228","1,65985846399097"
"1,75316358919488","5,99108663638588"," VIRGINICA","2,95103695868514","4,8246164525277"
"1,80357162130531","7,28459082810208","VIRGINICA","2,93968011365505","6,31939416672336"
"0,225257201520726","4,97241421692073","setosa","3,31891207003733","1,4349320464069"
"1,48260242892196","6,30891640703194","versicolour","2,47831963495817","4,89202618342126"
"2,37989696800476","5,8359791331552","virginica","2,82308105699252","5,13458700827556"
"0,208026269765105","4,87619746615645","setosa ","3,1392097295681","1,52066646481631"
"1,23627536231186","5,50851701779058","versicolour ","2,56806836336385","4,42871470875107"
"0,203658326561563","5,3982723937789","setsoa","3,40814334982308","1,68550163880922"
"1,59592520161765","6,3037706679944"," versicolor ","3,2893795656017","4,65897292447044"
"1,76397377223242","6,15224084425019","Virginia ","2,8344225435378","4,77492652783869"
"1,52612659049686","6,35043575655902","versicolor","3,23892029748531","4,51499998460058"
"1,46929423830705","5,36182404289488"," versicolor ","2,99106876048958","4,48206746614771"
"1,81028859203449","5,85223353933776"," versicolour","3,17075534488773","4,78444406950613"
"1,00559808061225","4,95829165067291","versicolor","2,01259403416654","3,45287717857864"
"2,15449997992953","6,49280024017207","virginica","3,00009691101499","5,79693007582333"
"1,23544588980265","5,66769910851028","versicolor ","3,00262390805408","4,16089701192686"
"0,10242968284525","4,82332065537106","setosa","2,98902681222186","1,42966657588491"
"0,227485890334938","4,97196533052949","setosa","3,18835575474892","1,15671816691058"
"0,196662052441388","5,09399268741487","setosa ","3,80371689559193","1,62058051520959"
"1,27395147351082","5,60839942316758"," versicolor","2,6906877026381","4,2268719072314"
"0,203763989713043","5,16428448230028","SETOSA","3,53609477927908","1,4533460353571"
"1,32160184757551","5,6253280119854"," VERSICOLOR","3,0259987315","4,07476291585481"
"1,51203574338229","6,8892936876812","versicolor","3,07004917423939","4,9077862954163"
"2,29325684801443","6,1710145972576"," Virginia ","3,38781531593064","5,42065705235815"
"2,49193364498904","6,67689703928307","virginica","3,28779846419813","5,68600564407185"
"1,40565711016534","6,56434792031534"," versicolor ","2,95187117639929","4,43417720967438"
"0,190434346287511","4,60270103937481","setsoa","3,18424031725852","1,38514652736951"
"2,50424367794301","7,1633900179388","virginica ","3,58801135848276","6,08815633764258"
"1,85041480766842","5,7661153603741"," virginica ","2,66722834570799","5,07577795309713"
"1,43954950612737","6,98052993544843"," versicolor ","3,21347963535693","4,70505735676736"
"1,98658162035747","5,66655117449583","virginica","2,45121684277197","5,00029314647661"
"1,26061564734206","6,3864987369976"," versicolor","2,91580827951897","4,25359704215545"
"1,52825851857895","6,30522036565235"," virginica","2,78894516881788","5,11707537521608"
"1,09861736609135","5,5117104200949","versicolor ","2,41581160837086","3,76858386786422"
"1,32934379011393","5,72411730401218"," versicolor","2,8512547397241","4,20908463685773"
"0,153378585514147","5,28365839024074"," setosa ","3,6540781977633","1,49701732041314"
"1,52932905659312","6,23575569041306","versicolor","2,18765729387989","4,50700929263607"
"0,215011470280588","4,65169489430962","setosa ","3,2079456001916","1,60558068204438"
"0,419282926693559","5,40511374750873"," setosa ","3,86978144070366","1,67564059926895"
"2,2277234338061","7,6917216387461"," virginica","3,82500983875478","6,67014265001984"
"1,29506678928854","5,48192566584563","versicolor ","2,51252905821893","3,99851174197858"
"2,33332776218886","6,9294180725934"," virginica","3,1309212036687","5,13967347795377"
"0,0687267203256488","4,85682225726079","setosa ","3,58728162567597","1,37960248831892"
"0,152439503443893","4,82949620724889"," setosa","3,38699042329332","1,57910024794983"
"0,278421376489568","4,96693996521877"," setosa ","3,47250134904636","1,25317911660764"
"0,209410102469847","5,76935600721277"," setosa ","3,98363903351361","1,19730506672757"
"0,178322217066307","5,12825790623901","setosa ","3,47087034594035","1,40371262235101"
"1,23500152490335","6,05547542506363","versicolor ","2,83384428481804","4,7167877993267"
"1,52010735218646","6,47114096406614","versicolor","2,7928710279637","4,63575534166302"
"2,38054881216492","6,73937139615417"," virginica","3,05428985026898","5,59406591140665"
"1,59334816382034","6,01103779549943"," versicolor","3,41961779504083","4,45749586109305"
"0,187439531888813","4,58919381204527"," setsoa","3,07980055964785","1,47339351990959"
"1,0198700509523","5,68395789477276","versicolor ","2,59975888235495","3,52873619630467"
"1,39368843053235","6,69150656219106","versicolour","3,11086974760285","4,42668532227399"
"1,25137691937387","6,12216666844906","versic0lor","2,77496009337949","4,02586141981184"
"0,307820616564713","5,70966702777194","setosa","3,75475701105315","1,73522133071674"
"2,07113469863543","7,59194032976637","virginica","2,98831827253336","6,60874134712853"
"1,01723232947523","5,95479334928561"," versicolor","2,20491066338262","3,99393400087021"
"2,07660466370638","6,37134781265166"," virginica ","2,83784414315596","5,56689810306067"
"2,03155963724479","7,67099157638149"," virginica","2,83728201081976","6,71417297546985"
"0,226799161615782","4,67075882406905"," setosa","3,1579636101611","1,25765629736241"
"0,391576739926823","5,35555536465719"," setosa","3,39485420335317","1,49150794650428"
"1,35642134234542","6,0947406748333"," virginica","2,58561204310041","5,63423165759537"
"1,30200233520009","6,57197125798091"," versicolor","2,88512987361755","4,62607643010793"
"0,402162140060682","5,01823669850361"," setosa","3,37866495417664","1,61445680452278"
"2,23942190992413","6,3992572409776"," virginica","2,81143175488105","5,5611425713473"
"0,380174697295297","5,1353260206664","setsoa ","3,77561534168199","1,90353447151603"
"1,81001215967583","6,05775549731217","virginica ","2,98510852428153","4,93908675212879"
"2,33447004017886","7,73530943264952"," virginica","2,63911517042667","6,90538676390657"
